iter	Logloss
559	0.3655452611
560	0.3654879393
561	0.3654192903
562	0.3652399293
563	0.365219085
564	0.3651647275
565	0.365139421
566	0.3650787291
567	0.365001031
568	0.3649450509
569	0.3648738432
570	0.3648483183
571	0.3647903411
572	0.3647394161
573	0.3646891775
574	0.3645914464
575	0.3645366833
576	0.3645099102
577	0.3644836051
578	0.3644470028
579	0.36440728
580	0.3643819111
581	0.3642905456
582	0.3642081356
583	0.3641850758
584	0.3641378953
585	0.364114149
586	0.3640566087
587	0.3640206616
588	0.3639566308
589	0.3638647973
590	0.3638255738
591	0.3637362053
592	0.3636385366
593	0.3635881732
594	0.3635622114
595	0.3635380595
596	0.3635152181
597	0.3634938745
598	0.3634695978
599	0.3634447281
600	0.3634218555
601	0.3633628174
602	0.3633129533
603	0.3632888638
604	0.363196999
605	0.3631783702
606	0.3631561217
607	0.3630914357
608	0.3630361108
609	0.3629537009
610	0.3629306723
611	0.3628551273
612	0.3628316618
613	0.3628077907
614	0.3627705954
615	0.3627500944
616	0.3625628075
617	0.3625409023
618	0.3625193403
619	0.36245247
620	0.3623802638
621	0.3623079327
622	0.3622717672
623	0.3622332926
624	0.3620231644
625	0.3619993869
626	0.3619469953
627	0.3619234362
628	0.3618884252
629	0.3618663952
630	0.3618460501
631	0.3617632969
632	0.3617404555
633	0.3617026362
634	0.3616781098
635	0.361628901
636	0.3615212782
637	0.3614988737
638	0.361461616
639	0.361438525
640	0.3613569888
641	0.3612883086
642	0.3612504269
643	0.3612307683
644	0.3611724479
645	0.3611375306
646	0.3610644506
647	0.3610312495
648	0.3610104676
649	0.3609880631
650	0.3609470921
651	0.3609277144
652	0.3608789424
653	0.3608397813
654	0.3607761875
655	0.3607268538
656	0.3606321495
657	0.3605864667
658	0.3605265861
659	0.3605040256
660	0.3604703252
661	0.3604359383
662	0.3604163109
663	0.3603344627
664	0.360279013
665	0.3602238755
666	0.360187866
667	0.3601479248
668	0.3599931214
669	0.3599600763
670	0.3596774922
671	0.3596465378
672	0.3596254438
673	0.3596042563
674	0.3595695262
675	0.3595430651
676	0.3593622375
677	0.3593287556
678	0.3592548019
679	0.3592307124
680	0.3591915825
681	0.3591718615
682	0.3591349783
683	0.3590160284
684	0.3589818287
685	0.3589346482
686	0.3588705238
687	0.3588504596
688	0.358815355
689	0.3586034482
690	0.3585719321
691	0.358491332
692	0.3584713614
693	0.3584545736
694	0.3583938505
695	0.3583033899
696	0.3582594546
697	0.3582375493
698	0.3581466207
699	0.3581249651
700	0.3580681424
701	0.3580198073
702	0.3579892898
703	0.3579695064
704	0.3579405178
705	0.3579041651
706	0.3578619772
707	0.3577958558
708	0.3577352575
709	0.3576590571
710	0.3576387745
711	0.3575972731
712	0.3575275632
713	0.3575052835
714	0.3574177561
715	0.3573581563
716	0.357271721
717	0.3572205464
718	0.3571986411
719	0.3571774223
720	0.3571572957
721	0.3571401023
722	0.3571179786
723	0.3570959173
724	0.3570624978
725	0.3570294526
726	0.3569377127
727	0.3569180541
728	0.3568989572
729	0.3568789554
730	0.3568600458
731	0.356840356
732	0.3567881204
733	0.3567408462
734	0.356660527
735	0.3564604777
736	0.3564146701
737	0.3563610615
738	0.3563106669
739	0.3562535323
740	0.3562323759
741	0.3561893767
742	0.3561709351
743	0.3560891181
744	0.3560302048
745	0.3559868623
746	0.3557845352
747	0.3556721381
748	0.3555877935
749	0.3554784857
750	0.3554577662
751	0.355435268
752	0.3553899909
753	0.3553679921
754	0.3553103269
755	0.3552904188
756	0.3552118157
757	0.355189224
758	0.3551521535
759	0.3551200757
760	0.3550862193
761	0.3550651254
762	0.3550199419
763	0.3549883946
764	0.3549604981
765	0.3549391546
766	0.3547695293
767	0.3547511189
768	0.3547301185
769	0.3545945992
770	0.3545618974
771	0.3545335641
772	0.3544946214
773	0.3544404512
774	0.3544093095
775	0.354390119
776	0.3543491793
777	0.3543305192
778	0.3542549118
779	0.354238592
780	0.3542212738
781	0.354140112
782	0.3540910592
783	0.3540763621
784	0.3540577645
785	0.3539978839
786	0.3539290789
787	0.3538837394
788	0.3538438918
789	0.3538234219
790	0.3537879429
791	0.3537422913
792	0.353716392
793	0.3536541087
794	0.3535875192
795	0.3535366253
796	0.3535194631
797	0.3534978075
798	0.3534537785
799	0.3534336207
800	0.3534125892
801	0.3533511172
802	0.3533321451
803	0.3533139843
804	0.3532940449
805	0.3532252087
806	0.3532109173
807	0.353140989
808	0.3530776135
809	0.3529582891
810	0.3529350421
811	0.3527436364
812	0.3527228857
813	0.3526128601
814	0.3525937944
815	0.3525629024
816	0.3523987378
817	0.3523771758
818	0.352337453
819	0.3523207588
820	0.3522984167
821	0.3522558544
822	0.352235759
823	0.3521887344
824	0.3521696687
825	0.3521472954
826	0.3521240796
827	0.3520910969
828	0.3520731234
829	0.3519948636
830	0.3519752674
831	0.3519421287
832	0.3519148563
833	0.3518958843
834	0.3518535715
835	0.3518137239
836	0.3517961873
837	0.3517793683
838	0.3517504733
839	0.3517246987
840	0.3516668152
841	0.3516504331
842	0.3516294015
843	0.3516080579
844	0.3515300478
845	0.3515087978
846	0.3514889208
847	0.3514677645
848	0.351376555
849	0.3513567404
850	0.3513402646
851	0.3512721149
852	0.3512500537
853	0.351219068
854	0.3511887065
855	0.3510749052
856	0.3510296593
857	0.3508691456
858	0.3508386904
859	0.3508187823
860	0.3507998726
861	0.3507215816
862	0.3506724664
863	0.3506530574
864	0.3506353959
865	0.3506168295
866	0.3505996361
867	0.3505801023
868	0.3505490543
869	0.3505114846
870	0.3504722299
871	0.3504550988
872	0.3504091665
873	0.3503891959
874	0.3503708167
875	0.3502880635
876	0.3502219108
877	0.3502038749
878	0.3501844348
879	0.3501245542
880	0.3500814925
881	0.3500371828
882	0.3499990202
883	0.3499464101
884	0.3499103382
885	0.3498239342
886	0.3497406817
887	0.349656618
888	0.349627411
889	0.3495867521
890	0.349556016
891	0.34951595
892	0.3493881382
893	0.3493078813
894	0.3492889716
895	0.3492611688
896	0.349225877
897	0.3492066553
898	0.3491881201
899	0.3491591003
900	0.3490868317
901	0.3489984618
902	0.3489303745
903	0.3488658133
904	0.348814701
905	0.3487588769
906	0.348711634
907	0.3486283815
908	0.3485734624
909	0.3485589525
910	0.3485413846
911	0.3485233486
912	0.3484999456
913	0.3484854045
914	0.3484480844
915	0.348269722
916	0.348251374
917	0.3482211684
918	0.3482016035
919	0.3481716164
920	0.3481376664
921	0.3480693919
922	0.3479943461
923	0.3479587734
924	0.3478893444
925	0.3478699979
926	0.3478225677
927	0.3478025035
928	0.3477502367
929	0.3477234324
930	0.3475972119
931	0.3475794256
932	0.3475361455
933	0.3475085924
934	0.3473719185
935	0.3473146903
936	0.3472981521
937	0.3472821444
938	0.3472041343
939	0.3471446905
940	0.3471169813
941	0.3470524513
942	0.3470175027
943	0.3469772495
944	0.3469509757
945	0.3469155903
946	0.3468991769
947	0.3468523084
948	0.3468375801
949	0.3467986998
950	0.3467702729
951	0.3467066478
952	0.3466879566
953	0.346623801
954	0.3466028319
955	0.3465844215
956	0.3465164278
957	0.3464590747
958	0.3464406019
959	0.3463909251
960	0.3463741373
961	0.3463158481
962	0.3462978121
963	0.3462375883
964	0.3462169624
965	0.3461548663
966	0.3461160796
967	0.3460679318
968	0.3459973169
969	0.3459781889
970	0.3459237378
971	0.3459037672
972	0.3458846703
973	0.3458545583
974	0.3458406101
975	0.3458267243
976	0.3457126734
977	0.3456952616
978	0.3456215576
979	0.3455622698
980	0.3455443587
981	0.3455283822
982	0.3455108143
983	0.3454934337
984	0.3454534925
985	0.3454346452
986	0.3453617525
987	0.3453421563
988	0.3453116388
989	0.3452860826
990	0.3452557523
991	0.3452375603
992	0.3452110369
993	0.3451943115
994	0.3451764627
995	0.3451594253
996	0.3451333387
997	0.3451160517
998	0.3450980157
999	0.3450242181
